Punto geográfico	P1. En general, en su Barrio usted se siente:	P2. Con relación a hace un año, cómo se siente usted actualmente en este Barrio	P3. En general, en su Comuna o Corregimiento usted se siente:	P4. Con relación a hace un año, cómo se siente usted actualmente en esta Comuna o Corregimiento	P5. En general, en Medellín, usted se siente:	P6. Con relación a hace un año, cómo se siente usted actualmente en Medellín
POINT (-75.6022 6.23733)	2	0	3	4	3	0
POINT (-75.6022 6.23733)	3	4	3	4	3	4
POINT (-75.6022 6.23733)	3	4	3	4	3	4
POINT (-75.6022 6.23733)	2	0	2	0	2	0
POINT (-75.603 6.2492)	2	0	2	0	3	4
POINT (-75.5731 6.20871)	2	0	2	0	2	0
POINT (-75.5676 6.26046)	3	4	3	0	2	0
POINT (-75.5676 6.26046)	2	0	2	1	2	0
POINT (-75.5971 6.21302)	2	0	2	0	2	4
POINT (-75.5482 6.21841)	2	0	2	0	2	0
POINT (-75.5482 6.21841)	2	4	1	4	3	4
POINT (-75.5482 6.21841)	3	0	3	0	3	0
POINT (-75.5829 6.24069)	2	0	2	0	2	0
POINT (-75.5829 6.24069)	2	0	2	0	2	0
POINT (-75.5829 6.24069)	2	0	2	0	2	0
POINT (-75.5622 6.22744)	2	0	2	0	3	4
POINT (-75.5622 6.22744)	2	0	2	0	2	0
POINT (-75.6057 6.25367)	1	1	1	1	1	1
POINT (-75.5893 6.25019)	4	0	4	0	4	0
POINT (-75.5893 6.25019)	2	0	2	0	3	0
POINT (-75.5893 6.25019)	3	0	3	4	3	4
POINT (-75.582 6.24943)	3	4	3	0	4	4
POINT (-75.5974 6.24423)	2	0	2	0	3	4
POINT (-75.5823 6.25513)	1	1	1	0	3	0
POINT (-75.5974 6.24423)	2	4	2	4	4	0
POINT (-75.5972 6.25048)	2	1	2	1	2	1
POINT (-75.5977 6.25664)	3	0	3	1	2	1
POINT (-75.5604 6.20505)	2	0	2	0	3	0
POINT (-75.5604 6.20505)	2	1	2	1	2	1
POINT (-75.5702 6.2052)	2	1	2	0	2	0
POINT (-75.5702 6.2052)	2	0	2	0	2	0
POINT (-75.5702 6.2052)	2	1	2	0	2	0
POINT (-75.5702 6.2052)	2	0	2	1	2	1
POINT (-75.5639 6.18959)	2	1	2	1	3	4
POINT (-75.5974 6.24423)	1	0	1	0	4	4
POINT (-75.5688 6.24771)	2	0	2	0	3	0
POINT (-75.5716 6.21448)	1	1	1	1	2	1
POINT (-75.5688 6.24771)	2	0	4	0	3	0
POINT (-75.582 6.24943)	2	4	3	4	3	4
POINT (-75.582 6.24943)	3	4	3	0	3	1
POINT (-75.582 6.24943)	2	0	3	4	2	0
POINT (-75.582 6.24943)	3	0	3	0	3	4
POINT (-75.5657 6.25915)	2	4	3	4	4	4
POINT (-75.6004 6.25271)	2	0	3	0	4	4
POINT (-75.5974 6.24423)	3	4	3	0	2	0
POINT (-75.6004 6.25271)	2	0	2	0	3	0
POINT (-75.5702 6.2052)	2	0	2	0	2	0
POINT (-75.5702 6.2052)	2	0	2	0	4	4
POINT (-75.6004 6.25271)	3	4	3	4	3	4
POINT (-75.5657 6.25915)	3	4	3	4	3	0
POINT (-75.5663 6.25735)	2	0	3	0	3	0
POINT (-75.5893 6.25019)	1	0	2	4	3	0
POINT (-75.5931 6.24787)	4	4	4	4	4	4
POINT (-75.549 6.24707)	2	0	1	0	2	0
POINT (-75.549 6.24707)	3	4	4	0	4	4
POINT (-75.5572 6.20864)	2	0	2	0	2	0
POINT (-75.6004 6.25271)	3	0	3	0	4	4
POINT (-75.6004 6.25271)	2	0	2	1	2	0
POINT (-75.5553 6.2141)	2	0	2	0	2	0
POINT (-75.6004 6.25271)	3	4	3	4	2	0
POINT (-75.5543 6.20446)	2	0	2	0	2	0
POINT (-75.5657 6.25915)	2	0	2	0	2	0
POINT (-75.5657 6.25915)	2	1	2	1	2	1
POINT (-75.5657 6.25915)	2	4	3	4	3	4
POINT (-75.5931 6.24787)	3	0	3	0	3	0
POINT (-75.5908 6.26032)	2	0	2	0	2	0
POINT (-75.5942 6.24006)	1	0	2	0	2	0
POINT (-75.5942 6.24006)	2	1	2	0	2	0
POINT (-75.5942 6.24006)	2	0	2	0	3	4
POINT (-75.5854 6.25855)	2	0	2	0	3	0
POINT (-75.5829 6.24069)	2	0	2	0	2	0
POINT (-75.5829 6.24069)	2	0	2	0	2	0
POINT (-75.5829 6.24069)	2	0	2	0	2	0
POINT (-75.5716 6.21448)	2	1	1	1	2	0
POINT (-75.549 6.24707)	3	1	2	1	3	4
POINT (-75.549 6.24707)	2	0	2	0	3	0
POINT (-75.5875 6.25079)	1	0	2	0	2	0
POINT (-75.5875 6.25079)	3	0	3	0	3	0
POINT (-75.5875 6.25079)	2	1	2	1	2	1
POINT (-75.5875 6.25079)	3	4	2	0	3	0
POINT (-75.5823 6.25513)	2	1	1	1	1	0
POINT (-75.5688 6.24771)	3	4	3	0	3	4
POINT (-75.5931 6.24787)	1	0	2	0	1	0
POINT (-75.5663 6.25735)	3	0	3	0	3	0
POINT (-75.5657 6.25915)	2	0	2	0	2	0
POINT (-75.5572 6.20864)	2	0	2	0	2	0
POINT (-75.5931 6.24787)	2	0	2	0	0	4
POINT (-75.5595 6.20268)	2	0	1	1	2	4
POINT (-75.6057 6.25367)	2	0	3	0	2	4
POINT (-75.554 6.24065)	3	0	4	4	3	1
POINT (-75.5671 6.20117)	3	4	3	0	4	4
POINT (-75.5931 6.24787)	2	4	2	4	3	0
POINT (-75.5983 6.26703)	2	0	2	0	3	4
POINT (-75.5983 6.26703)	2	0	2	1	3	0
POINT (-75.5624 6.20716)	2	0	2	0	3	0
POINT (-75.5624 6.20716)	2	0	2	0	3	4
POINT (-75.5624 6.20716)	2	4	2	0	3	0
POINT (-75.5639 6.18959)	2	1	2	0	2	0
POINT (-75.554 6.24065)	3	4	3	4	4	4
POINT (-75.5931 6.24787)	2	0	2	0	2	1
POINT (-75.5663 6.25735)	2	4	2	4	3	4
POINT (-75.5871 6.2467)	2	0	2	0	3	0
POINT (-75.5871 6.2467)	2	1	2	1	2	1
POINT (-75.5983 6.26703)	1	1	2	1	3	0
POINT (-75.6416 6.1871309)	2	0	2	0	2	0
POINT (-75.6416 6.1871309)	2	0	2	0	2	0
POINT (-75.6416 6.1871309)	2	0	2	0	2	4
POINT (-75.6416 6.1871309)	2	0	2	0	2	0
POINT (-75.6416 6.1871309)	2	0	2	0	3	4
POINT (-75.6416 6.1871309)	3	0	3	0	3	4
POINT (-75.5663 6.25735)	2	0	3	0	2	0
POINT (-75.5875 6.25079)	3	4	3	0	3	4
POINT (-75.5875 6.25079)	2	0	3	0	2	0
POINT (-75.6004 6.24719)	2	0	2	0	3	0
POINT (-75.5983 6.26703)	2	1	2	1	3	4
POINT (-75.554 6.24065)	2	0	2	0	4	0
POINT (-75.5854 6.25659)	3	0	3	0	2	0
POINT (-75.56 6.20812)	2	0	2	0	2	0
POINT (-75.56 6.20812)	2	4	2	0	4	1
POINT (-75.56 6.20812)	2	0	3	0	3	0
POINT (-75.56 6.20812)	2	4	2	4	2	1
POINT (-75.56 6.20812)	1	0	1	0	2	0
POINT (-75.5572 6.20864)	2	0	2	0	3	0
POINT (-75.5624 6.20716)	2	0	2	0	4	0
POINT (-75.5624 6.20716)	2	1	2	1	3	0
POINT (-75.5624 6.20716)	2	4	2	4	3	0
POINT (-75.6004 6.24719)	1	0	2	0	2	0
POINT (-75.5595 6.20268)	2	4	2	4	3	0
POINT (-75.5837 6.24308)	4	4	4	4	4	4
POINT (-75.554 6.24065)	3	0	3	0	4	0
POINT (-75.5543 6.20446)	4	4	4	4	4	4
POINT (-75.5543 6.20446)	2	0	2	0	2	0
POINT (-75.5995 6.25462)	3	0	4	0	4	0
POINT (-75.5995 6.25462)	2	4	3	4	4	0
POINT (-75.5995 6.25462)	2	0	2	0	2	0
POINT (-75.5579 6.25076)	1	0	2	0	2	0
POINT (-75.5871 6.2467)	3	1	2	1	3	4
POINT (-75.5908 6.26032)	2	1	2	1	1	1
POINT (-75.6036 6.25218)	2	0	2	0	2	0
POINT (-75.6036 6.25218)	3	4	3	4	4	0
POINT (-75.6450 6.181992)	2	1	2	0	2	0
POINT (-75.5983 6.26703)	2	0	2	0	3	4
POINT (-75.5983 6.26703)	1	1	1	1	1	1
POINT (-75.6450 6.181992)	2	0	2	0	3	0
POINT (-75.5716 6.21448)	1	1	1	1	1	1
POINT (-75.6450 6.181992)	2	0	2	0	0	4
POINT (-75.5835 6.24271)	2	0	2	0	2	0
POINT (-75.5977 6.25664)	2	1	1	1	2	1
POINT (-75.5647 6.20912)	2	0	2	0	2	0
POINT (-75.5647 6.20912)	2	1	2	0	2	0
POINT (-75.5647 6.20912)	2	0	2	0	2	0
POINT (-75.5647 6.20912)	2	0	2	0	2	0
POINT (-75.5579 6.25076)	3	4	3	1	3	1
POINT (-75.5716 6.21448)	2	0	2	0	3	0
POINT (-75.5941 6.24937)	2	0	2	0	2	0
POINT (-75.579 6.25784)	2	1	2	0	2	1
POINT (-75.579 6.25784)	2	4	3	4	3	0
POINT (-75.579 6.25784)	2	0	2	0	2	0
POINT (-75.5774 6.2571)	2	4	2	0	3	4
POINT (-75.5774 6.2571)	2	0	2	0	2	0
POINT (-75.5774 6.2571)	2	0	4	0	4	0
POINT (-75.5774 6.2571)	3	0	3	0	3	0
POINT (-75.5774 6.2571)	2	0	2	0	2	0
POINT (-75.5963 6.24737)	2	0	2	0	2	0
POINT (-75.5941 6.24937)	2	0	2	0	4	4
POINT (-75.5774 6.2571)	2	1	2	1	1	1
POINT (-75.5579 6.25076)	4	0	4	0	4	0
POINT (-75.5977 6.25664)	1	0	1	0	2	1
POINT (-75.6004 6.24719)	2	0	2	1	2	1
POINT (-75.5963 6.24737)	4	0	4	0	4	0
POINT (-75.5977 6.25664)	1	1	1	1	2	1
POINT (-75.5871 6.2467)	2	0	2	0	2	0
POINT (-75.5688 6.24771)	2	1	1	1	3	0
POINT (-75.5688 6.24771)	2	0	2	0	2	0
POINT (-75.5688 6.24771)	2	1	2	4	3	0
POINT (-75.5995 6.25462)	2	1	2	1	2	1
POINT (-75.5963 6.24737)	3	1	3	0	3	0
POINT (-75.5931 6.2615)	2	4	4	4	3	4
POINT (-75.5442 6.30146)	2	0	2	0	2	0
POINT (-75.5442 6.30146)	2	0	2	0	2	0
POINT (-75.5837 6.24308)	3	1	3	1	3	0
POINT (-75.5956 6.24311)	2	0	2	0	3	0
POINT (-75.5963 6.24737)	2	1	2	1	2	1
POINT (-75.5595 6.20268)	2	4	3	4	3	4
POINT (-75.5861 6.24207)	2	0	2	0	3	1
POINT (-75.5894 6.26482)	2	1	2	0	3	4
POINT (-75.6004 6.24719)	3	4	4	4	4	4
POINT (-75.5871 6.2467)	3	4	3	4	1	0
POINT (-75.5871 6.2467)	4	0	4	0	4	0
POINT (-75.5963 6.24737)	4	0	3	0	3	0
POINT (-75.6112 6.25021)	2	1	2	0	3	4
POINT (-75.6112 6.25021)	2	1	2	0	3	0
POINT (-75.6112 6.25021)	1	0	2	0	2	0
POINT (-75.5861 6.24207)	2	1	2	1	3	1
POINT (-75.5837 6.24308)	2	0	2	0	2	0
POINT (-75.5977 6.25664)	2	0	2	0	2	0
POINT (-75.5854 6.25659)	3	0	3	0	3	0
POINT (-75.5995 6.25462)	2	4	3	4	3	0
POINT (-75.5579 6.25076)	3	0	3	4	3	0
POINT (-75.6004 6.24719)	4	0	3	0	3	0
POINT (-75.5861 6.24207)	2	1	2	0	3	1
POINT (-75.5886 6.248)	3	0	3	0	3	0
POINT (-75.5963 6.24737)	2	0	2	0	1	0
POINT (-75.5605 6.24833)	2	1	2	1	3	0
POINT (-75.5553 6.28269)	2	0	2	0	3	4
POINT (-75.5553 6.28269)	2	1	2	1	2	1
POINT (-75.5553 6.28269)	2	0	2	0	2	0
POINT (-75.5956 6.24311)	2	0	2	0	3	0
POINT ( )	2	4	2	4	3	0
POINT (-75.4961 6.2216964)	2	0	2	0	3	0
POINT (-75.4895 6.2018026)	2	0	3	4	3	0
POINT (-75.4908 6.2555808)	2	0	2	0	3	4
POINT ( )	2	1	2	0	1	0
POINT (-75.5823 6.25513)	2	0	2	0	2	0
POINT (-75.5823 6.25513)	2	1	2	0	3	0
POINT (-75.5004 6.2115775)	2	0	2	0	3	0
POINT (-75.5004 6.2115775)	3	4	4	4	3	4
POINT (-75.4977 6.2379926)	2	0	2	0	3	4
POINT (-75.4977 6.2379926)	1	0	1	0	2	0
POINT (-75.4895 6.2018026)	3	0	3	0	3	0
POINT (-75.4868 6.1981339)	2	1	2	1	2	1
POINT (-75.5031 6.2693214)	2	0	3	4	3	0
POINT (-75.5060 6.1954118)	2	0	2	0	3	0
POINT (-75.5060 6.1954118)	2	1	1	1	3	4
POINT (-75.4977 6.2379926)	2	4	3	0	3	0
POINT (-75.5995 6.25462)	1	0	2	0	3	0
POINT (-75.6043 6.23683)	2	0	2	0	2	0
POINT (-75.4961 6.2216964)	2	0	2	0	2	0
POINT (-75.5010 6.2332532)	1	1	1	0	2	0
POINT (-75.5004 6.2115775)	2	0	2	0	3	0
POINT (-75.4895 6.2018026)	2	0	2	0	3	4
POINT (-75.4868 6.1981339)	2	4	3	0	4	0
POINT (-75.5004 6.2115775)	2	0	2	0	2	0
POINT (-75.5185 6.1997655)	2	0	2	0	3	4
POINT (-75.5185 6.1997655)	3	0	3	0	4	0
POINT (-75.5185 6.1997655)	3	4	2	0	4	4
POINT (-75.4977 6.2379926)	2	0	2	0	3	0
POINT (-75.4961 6.2216964)	2	0	2	0	3	0
POINT (-75.4895 6.2018026)	2	0	2	0	2	0
POINT (-75.5060 6.1954118)	2	4	3	4	4	4
POINT (-75.5645 6.25971)	2	1	2	0	3	0
POINT (-75.4977 6.2379926)	1	1	2	0	2	1
POINT (-75.5737 6.30044)	2	4	3	4	3	4
POINT (-75.4995 6.2015978)	3	4	3	4	3	4
POINT (-75.4995 6.2015978)	2	4	2	4	2	0
POINT (-75.4995 6.2015978)	2	1	2	1	3	4
POINT (-75.5031 6.2693214)	2	1	2	0	3	4
POINT (-75.5004 6.2115775)	2	0	2	0	2	0
POINT (-75.4961 6.2216964)	2	0	2	0	3	0
POINT ( )	1	4	2	4	3	0
POINT (-75.5060 6.1954118)	2	0	2	0	3	4
POINT (-75.4895 6.2018026)	2	4	3	4	3	4
POINT (-75.4977 6.2379926)	2	0	2	0	2	0
POINT (-75.4995 6.2015978)	2	4	2	4	3	0
POINT (-75.4961 6.2216964)	2	0	2	0	2	0
POINT (-75.6043 6.23683)	2	4	3	4	3	4
POINT (-75.4908 6.2555808)	2	0	2	0	3	0
POINT (-75.5031 6.2693214)	2	0	2	0	3	0
POINT (-75.5060 6.1954118)	2	0	2	4	3	0
POINT (-75.5004 6.2115775)	2	0	2	0	3	0
POINT (-75.5185 6.2368075)	3	4	3	4	4	0
POINT (-75.5185 6.2368075)	3	4	3	0	3	0
POINT (-75.4961 6.2216964)	1	0	1	1	2	0
POINT (-75.4868 6.1981339)	2	4	2	0	3	4
POINT (-75.4868 6.1981339)	2	0	2	0	2	0
POINT (-75.4868 6.1981339)	4	0	2	0	3	0
POINT (-75.6054 6.24101)	2	0	2	0	3	0
POINT (-75.6054 6.24101)	2	0	2	0	2	0
POINT (-75.6054 6.24101)	3	0	3	0	3	0
POINT (-75.6054 6.24101)	2	0	2	0	2	1
POINT ( )	3	4	3	4	3	0
POINT ( )	2	0	2	0	3	4
POINT ( )	2	0	2	0	2	0
POINT (-75.5185 6.1997655)	3	4	3	4	4	4
POINT (-75.5010 6.2332532)	1	0	2	0	4	0
POINT (-75.5010 6.2332532)	3	0	3	0	4	0
POINT (-75.5010 6.2332532)	3	0	3	0	3	4
POINT (-75.5209 6.2002619)	2	0	2	4	4	4
POINT (-75.5209 6.2002619)	2	0	2	0	4	0
POINT (-75.5209 6.2002619)	2	4	2	4	3	4
POINT (-75.5209 6.2002619)	1	0	2	0	3	4
POINT (-75.4766 6.2373688)	2	4	2	0	3	0
POINT (-75.4766 6.2373688)	2	0	2	0	2	0
POINT (-75.4766 6.2373688)	1	0	1	1	2	0
POINT (-75.4766 6.2373688)	2	0	2	0	3	0
POINT (-75.4766 6.2373688)	2	0	2	0	3	0
POINT (-75.4766 6.2373688)	1	0	2	0	2	0
POINT ( )	2	0	2	0	3	0
POINT ( )	2	1	2	1	2	1
POINT ( )	4	1	4	0	3	0
POINT (-75.5130 6.2106122)	2	1	2	0	2	1
POINT (-75.5130 6.2106122)	2	0	2	0	2	0
POINT (-75.5130 6.2106122)	2	0	2	0	2	0
POINT (-75.4891 6.2262102)	2	1	2	1	3	4
POINT ( )	2	0	2	0	2	0
POINT ( )	2	4	2	4	3	0
POINT ( )	3	0	3	0	4	0
POINT ( )	1	0	1	0	2	4
POINT ( )	2	0	2	0	2	0
POINT (-75.4986 6.2516021)	3	4	2	1	4	4
POINT (-75.4986 6.2516021)	3	4	2	4	3	4
POINT ( )	2	4	2	4	2	0
POINT ( )	4	4	2	4	3	0
POINT ( )	2	0	1	4	3	0
POINT ( )	2	0	3	0	3	4
POINT ( )	2	0	2	0	0	0
POINT (-75.5645 6.17657)	2	4	2	4	3	4
POINT (-75.5645 6.17657)	2	0	3	0	3	0
POINT (-75.5645 6.25971)	2	0	2	0	2	0
POINT (-75.5645 6.25971)	3	4	3	4	3	4
POINT (-75.6004 6.24719)	2	0	1	0	2	0
POINT (-75.5787 6.30427)	2	0	2	0	2	0
POINT (-75.5645 6.25971)	4	4	4	4	4	4
POINT (-75.5971 6.21302)	1	0	1	0	2	0
POINT (-75.5971 6.21302)	3	1	3	0	3	0
POINT (-75.5624 6.2118)	3	0	2	0	3	0
POINT (-75.5624 6.2118)	1	1	2	1	2	1
POINT (-75.5615 6.25779)	4	0	3	0	2	1
POINT (-75.6017 6.24094)	1	0	1	0	3	4
POINT (-75.5519 6.2416)	3	0	3	0	3	0
POINT (-75.5553 6.23869)	3	4	3	4	3	4
POINT (-75.5836 6.20612)	2	4	2	4	3	0
POINT (-75.5836 6.20612)	2	1	2	0	3	0
POINT (-75.5836 6.20612)	2	1	1	1	2	4
POINT (-75.5836 6.20612)	2	0	2	0	3	4
POINT (-75.6154 6.24778)	1	0	2	0	2	0
POINT (-75.5588 6.28039)	2	0	3	0	3	0
POINT (-75.5588 6.28039)	4	0	3	0	4	0
POINT (-75.5956 6.24311)	2	0	2	0	3	0
POINT (-75.5971 6.21302)	2	0	2	0	4	0
POINT (-75.5837 6.24308)	2	0	2	0	2	0
POINT (-75.5683 6.21663)	3	0	3	0	3	0
POINT (-75.5821 6.2409)	2	0	2	0	4	0
POINT (-75.5956 6.24311)	2	1	1	0	2	1
POINT (-75.5923 6.24259)	2	1	3	1	4	1
POINT (-75.6032 6.25919)	2	4	2	4	2	4
POINT (-75.6036 6.22974)	4	0	2	4	2	4
POINT (-75.5956 6.24311)	2	0	2	0	1	0
POINT (-75.5941 6.24937)	3	0	3	0	2	0
POINT (-75.5489 6.20754)	2	4	4	0	3	4
POINT (-75.5489 6.20754)	2	0	2	0	3	0
POINT (-75.5557 6.25089)	3	0	3	0	3	0
POINT (-75.6041 6.25018)	3	0	3	0	3	0
POINT ( )	1	0	1	0	2	0
POINT ( )	3	1	2	1	3	4
POINT ( )	2	0	2	0	3	4
POINT ( )	3	0	2	0	3	0
POINT ( )	1	0	2	0	2	0
POINT ( )	2	1	2	1	2	1
POINT (-75.5624 6.2118)	2	0	2	1	2	1
POINT (-75.5624 6.2118)	2	0	2	0	2	0
POINT (-75.5837 6.24308)	2	1	2	4	2	0
POINT (-75.5579 6.25076)	2	0	2	0	4	0
POINT (-75.6011 6.24456)	2	0	2	0	3	0
POINT (-75.5886 6.248)	1	1	3	0	2	1
POINT (-75.6011 6.24456)	2	1	2	0	2	0
POINT (-75.5683 6.21663)	2	4	2	4	2	1
POINT (-75.5683 6.21663)	2	1	2	0	3	0
POINT (-75.5489 6.20754)	2	0	2	0	3	0
POINT (-75.5489 6.20754)	1	0	2	0	4	4
POINT (-75.5579 6.25076)	3	0	4	0	4	0
POINT ( )	2	1	2	0	1	0
POINT (-75.5976 6.21166)	2	0	2	0	3	4
POINT ( )	2	4	2	1	4	4
POINT ( )	3	4	4	4	4	0
POINT (-75.5923 6.24259)	2	4	2	4	3	0
POINT (-75.6011 6.24456)	2	4	3	4	4	4
POINT (-75.6036 6.22974)	1	4	4	1	2	0
POINT (-75.6036 6.22974)	2	0	3	0	2	1
POINT (-75.5835 6.24271)	1	1	2	1	2	1
POINT (-75.5923 6.24259)	1	0	2	0	2	0
POINT (-75.5489 6.20754)	2	0	2	0	2	0
POINT (-75.5605 6.24833)	3	1	2	0	2	0
POINT (-75.6136 6.22835)	1	0	2	0	2	0
POINT (-75.6011 6.24456)	1	0	2	0	4	1
POINT (-75.5998 6.27631)	2	0	2	1	3	0
POINT (-75.5998 6.27631)	2	0	2	0	2	4
POINT (-75.5998 6.27631)	2	0	2	0	3	0
POINT (-75.573 6.25275)	3	4	4	4	4	4
POINT (-75.5863 6.20852)	2	0	2	0	3	0
POINT (-75.593 6.19935)	2	0	2	0	3	0
POINT (-75.593 6.19935)	1	4	2	0	2	4
POINT (-75.593 6.19935)	2	0	2	0	2	0
POINT (-75.5955 6.27814)	2	0	3	0	3	0
POINT (-75.5552 6.30733)	2	0	2	1	2	0
POINT (-75.5552 6.30733)	3	0	3	0	3	0
POINT (-75.5552 6.30733)	2	1	3	0	2	0
POINT (-75.5552 6.30733)	2	0	2	0	3	1
POINT (-75.5552 6.30733)	0	0	3	0	3	0
POINT (-75.5458 6.21167)	2	0	2	1	3	4
POINT (-75.5667 6.22664)	3	0	2	1	3	0
POINT (-75.6036 6.22974)	2	0	2	4	3	4
POINT (-75.6171 6.24934)	3	1	3	1	3	4
POINT (-75.6171 6.24934)	2	0	2	0	2	4
POINT (-75.5868 6.20871)	3	4	4	0	3	4
POINT (-75.5571 6.29158)	2	1	1	1	2	0
POINT (-75.5571 6.29158)	2	0	3	0	3	4
POINT (-75.5923 6.24259)	2	0	2	1	3	0
POINT ( )	2	0	2	4	3	4
POINT ( )	2	0	2	0	3	0
POINT ( )	2	0	2	0	3	0
POINT (-75.6171 6.24934)	2	4	2	4	2	0
POINT (-75.6222 6.25381)	2	0	2	0	2	0
POINT (-75.5537 6.30433)	2	0	2	0	3	4
POINT (-75.6041 6.25018)	2	0	2	0	3	4
POINT (-75.6041 6.25018)	2	0	2	0	3	0
POINT (-75.5605 6.24833)	3	0	3	0	4	0
POINT (-75.597 6.2024)	2	0	2	0	3	4
POINT (-75.5908 6.26032)	2	0	2	0	3	0
POINT (-75.5908 6.26032)	2	0	2	0	2	0
POINT (-75.5908 6.26032)	3	1	2	0	3	0
POINT (-75.5714 6.19905)	2	0	2	0	3	0
POINT (-75.588 6.24783)	1	1	1	1	2	1
POINT (-75.5942 6.24006)	2	0	2	0	2	1
POINT (-75.5942 6.24006)	2	1	2	0	2	0
POINT (-75.7032 6.3432592)	2	4	3	0	3	0
POINT (-75.5829 6.20178)	2	1	1	0	3	0
POINT (-75.5714 6.19905)	2	0	2	0	3	0
POINT (-75.5679 6.24809)	3	4	2	4	2	0
POINT (-75.6478 6.2940361)	2	4	2	4	3	4
POINT (-75.5821 6.2409)	2	4	2	0	3	0
POINT (-75.5821 6.2409)	2	1	1	1	1	1
POINT (-75.7032 6.3432592)	2	0	2	0	2	0
POINT (-75.5537 6.30433)	2	0	2	0	2	0
POINT (-75.5537 6.30433)	4	0	2	1	3	4
POINT (-75.5537 6.30433)	2	1	2	0	3	0
POINT (-75.6084 6.22405)	2	1	2	0	2	0
POINT (-75.589 6.20333)	2	0	2	0	2	0
POINT (-75.589 6.20333)	2	1	3	0	3	0
POINT (-75.6288 6.2878538)	2	1	1	1	3	0
POINT (-75.5923 6.24259)	2	0	2	0	3	0
POINT (-75.6041 6.25018)	2	0	2	0	2	1
POINT (-75.6041 6.25018)	2	1	2	1	2	1
POINT (-75.7032 6.3432592)	2	0	1	0	3	0
POINT (-75.7034 6.3427499)	3	0	3	0	3	0
POINT (-75.6450 6.181992)	1	0	2	0	3	0
POINT (-75.5622 6.22744)	1	0	2	0	2	0
POINT (-75.5493 6.23244)	2	0	2	0	2	0
POINT (-75.6019 6.22144)	2	4	2	4	3	4
POINT (-75.588 6.24783)	1	0	2	0	2	0
POINT (-75.5844 6.25502)	2	1	2	0	2	0
POINT (-75.5844 6.25502)	2	0	2	0	3	0
POINT (-75.5844 6.25502)	2	0	2	0	3	0
POINT (-75.5844 6.25502)	2	4	2	4	1	0
POINT (-75.5844 6.25502)	1	0	2	0	2	0
POINT (-75.5508 6.29375)	2	0	2	0	2	0
POINT (-75.5508 6.29375)	2	1	2	1	4	0
POINT (-75.5508 6.29375)	3	0	3	0	3	4
POINT (-75.7034 6.3427499)	3	0	3	0	3	0
POINT (-75.5923 6.24259)	2	0	2	0	2	0
POINT (-75.5821 6.2409)	3	4	3	4	3	4
POINT (-75.5868 6.20871)	2	1	2	4	3	4
POINT (-75.5821 6.2409)	1	0	2	0	3	4
POINT (-75.6216 6.26237)	2	1	1	1	2	1
POINT (-75.5976 6.21166)	4	4	4	4	4	0
POINT (-75.5976 6.21166)	2	0	2	0	3	0
POINT ( )	2	0	2	0	3	4
POINT ( )	2	0	2	0	2	0
POINT ( )	1	0	2	0	4	0
POINT ( )	2	1	3	0	0	0
POINT ( )	1	1	1	1	1	0
POINT (-75.5624 6.2118)	2	0	2	0	3	0
POINT (-75.588 6.24783)	1	1	1	0	2	0
POINT (-75.6011 6.24456)	2	0	2	0	2	0
POINT (-75.6011 6.24456)	2	1	2	0	3	4
POINT (-75.5826 6.223)	2	0	2	0	2	0
POINT (-75.5605 6.24833)	1	0	1	0	3	0
POINT (-75.5941 6.24937)	2	1	3	1	4	4
POINT (-75.6054 6.24101)	2	0	2	0	2	1
POINT (-75.6054 6.24101)	2	0	2	0	2	0
POINT ( )	2	0	2	0	3	0
POINT (-75.5835 6.24271)	3	4	3	0	3	0
POINT (-75.5835 6.24271)	2	0	3	4	3	4
POINT ( )	2	0	2	0	3	0
POINT ( )	2	0	2	0	2	0
POINT (-75.5557 6.25089)	4	0	4	0	4	0
POINT (-75.5557 6.25089)	3	0	3	0	3	0
POINT (-75.5557 6.25089)	2	0	2	1	4	0
POINT (-75.5695 6.25536)	4	4	4	4	4	0
POINT (-75.5695 6.25536)	1	1	2	1	1	1
POINT (-75.5565 6.24322)	3	4	3	4	3	4
POINT (-75.5624 6.2118)	3	4	3	4	3	4
POINT (-75.5575 6.2351)	2	0	2	1	3	0
POINT (-75.5869 6.22182)	2	0	2	0	2	0
POINT (-75.5945 6.20497)	4	4	4	4	4	4
POINT (-75.6043 6.23683)	2	0	1	0	2	0
POINT (-75.6043 6.23683)	2	0	2	0	2	0
POINT (-75.6043 6.23683)	2	1	2	1	2	1
POINT (-75.6043 6.23683)	2	4	2	4	2	4
POINT (-75.5868 6.20871)	2	1	2	0	3	0
POINT (-75.5945 6.20497)	2	0	2	0	3	4
POINT ( )	2	0	2	0	2	0
POINT (-75.5565 6.24322)	2	0	2	0	3	0
POINT (-75.5647 6.20912)	3	0	3	0	3	0
POINT (-75.595 6.22879)	2	0	2	0	2	0
POINT (-75.5647 6.20912)	2	0	2	0	3	0
POINT (-75.5615 6.25779)	3	4	3	4	2	0
POINT (-75.5615 6.25779)	2	0	2	0	2	0
POINT (-75.5557 6.25089)	2	0	2	0	2	0
POINT (-75.6041 6.20683)	2	0	2	0	3	0
POINT (-75.6041 6.20683)	2	1	2	0	2	0
POINT (-75.588 6.24783)	3	1	2	1	0	0
POINT (-75.5942 6.24006)	2	0	2	0	2	0
POINT (-75.5958 6.26568)	3	1	3	0	3	0
POINT (-75.5835 6.24271)	2	0	2	0	3	0
