Punto geográfico	P1. En general, en su Barrio usted se siente:	P2. Con relación a hace un año, cómo se siente usted actualmente en este Barrio	P3. En general, en su Comuna o Corregimiento usted se siente:	P4. Con relación a hace un año, cómo se siente usted actualmente en esta Comuna o Corregimiento	P5. En general, en Medellín, usted se siente:	P6. Con relación a hace un año, cómo se siente usted actualmente en Medellín
POINT ( )	2	0	2	0	3	0
POINT ( )	2	0	2	0	3	4
POINT ( )	3	4	3	0	3	0
POINT ( )	2	0	2	0	2	0
POINT (-75.564 6.24599)	2	0	2	0	2	0
POINT (-75.606 6.2418)	2	0	2	4	3	0
POINT (-75.606 6.2418)	2	0	2	0	3	0
POINT (-75.606 6.2418)	2	0	2	0	2	0
POINT (-75.606 6.2418)	3	0	3	0	3	0
POINT (-75.606 6.2418)	2	0	2	0	2	0
POINT (-75.606 6.2418)	2	0	2	0	2	4
POINT (-75.5423 6.2327)	2	0	2	0	2	0
POINT (-75.6158 6.25564)	3	4	4	4	3	4
POINT (-75.5423 6.2327)	2	0	2	0	2	0
POINT ( )	2	0	3	0	3	0
POINT ( )	2	0	2	0	2	0
POINT ( )	2	0	2	0	3	4
POINT (-75.6056 6.24447)	3	4	2	0	3	4
POINT (-75.5626 6.25371)	2	0	2	0	3	4
POINT (-75.5626 6.25371)	2	0	2	0	2	1
POINT (-75.5603 6.25704)	3	0	4	4	4	4
POINT (-75.6036 6.22974)	1	0	2	0	2	0
POINT ( )	2	0	2	1	0	0
POINT (-75.5894 6.26482)	2	0	2	0	2	0
POINT (-75.5894 6.26482)	3	1	3	0	4	0
POINT (-75.5894 6.26482)	2	0	2	0	2	0
POINT (-75.5603 6.25704)	3	4	2	4	3	4
POINT (-75.5575 6.2351)	2	0	2	0	2	0
POINT (-75.5575 6.2351)	2	0	2	1	2	0
POINT (-75.5626 6.25371)	3	0	3	0	3	4
POINT (-75.5622 6.22744)	1	1	1	0	2	0
POINT (-75.5622 6.22744)	2	0	2	0	2	0
POINT (-75.5963 6.23997)	2	1	2	1	2	1
POINT (-75.5591 6.25158)	2	0	2	0	2	0
POINT (-75.5591 6.25158)	2	0	3	0	2	0
POINT (-75.5591 6.25158)	2	0	2	0	2	0
POINT (-75.5591 6.25158)	2	4	2	4	4	4
POINT (-75.5591 6.25158)	2	0	3	0	1	0
POINT (-75.5591 6.25158)	3	0	2	0	2	0
POINT (-75.5894 6.26482)	2	0	2	0	3	0
POINT (-75.5894 6.26482)	2	0	2	0	3	0
POINT (-75.5493 6.23244)	1	0	1	0	2	0
POINT (-75.5996 6.23972)	3	4	3	4	3	0
POINT (-75.5622 6.22744)	2	0	2	1	4	0
POINT ( )	2	0	2	0	2	0
POINT ( )	2	4	3	4	3	0
POINT ( )	2	0	2	0	2	4
POINT ( )	2	0	2	1	2	4
POINT (-75.5626 6.25371)	3	4	3	0	3	0
POINT (-75.5547 6.30538)	2	0	2	0	3	4
POINT (-75.5493 6.23244)	2	1	2	1	2	0
POINT (-75.5963 6.23997)	2	1	2	1	2	1
POINT (-75.5695 6.25536)	2	0	2	0	3	0
POINT (-75.5695 6.25536)	2	0	2	1	2	1
POINT (-75.6265 6.2716935)	2	0	2	0	3	0
POINT (-75.6402 6.2804139)	2	1	2	1	3	0
POINT ( )	2	1	2	0	3	0
POINT (-75.6244 6.2657765)	2	0	2	0	2	0
POINT (-75.6402 6.2804139)	2	0	2	0	3	0
POINT (-75.5963 6.23997)	2	0	2	0	3	4
POINT (-75.6455 6.2861256)	2	4	3	4	3	4
POINT (-75.6265 6.2716935)	2	0	2	0	3	0
POINT ( )	2	1	2	0	3	4
POINT (-75.6495 6.2836839)	1	4	2	4	2	0
POINT (-75.6495 6.2836839)	2	0	2	0	2	0
POINT (-75.6348 6.2749556)	2	0	2	0	4	0
POINT (-75.6381 6.2758908)	2	0	2	0	3	4
POINT (-75.6381 6.2758908)	2	0	2	0	2	0
POINT ( )	1	1	2	0	3	0
POINT ( )	2	0	2	1	3	0
POINT ( )	2	4	2	1	3	0
POINT (-75.6402 6.2804139)	2	0	2	0	3	0
POINT (-75.6244 6.2657765)	0	0	0	0	3	0
POINT (-75.6455 6.2861256)	2	1	2	1	3	0
POINT ( )	2	0	2	0	0	0
POINT (-75.5691 6.26447)	2	1	3	0	2	0
POINT ( )	2	0	4	0	3	0
POINT ( )	2	1	2	1	3	4
POINT ( )	2	0	2	0	4	0
POINT ( )	1	1	1	0	1	1
POINT (-75.6265 6.2716935)	2	0	2	0	3	0
POINT ( )	2	0	2	0	3	0
POINT (-75.6402 6.2804139)	2	0	2	0	2	0
POINT ( )	2	1	4	1	2	1
POINT (-75.6323 6.2771847)	2	1	2	1	2	1
POINT (-75.6908 6.3430389)	2	4	2	0	3	0
POINT (-75.6579 6.3164711)	2	0	2	1	3	1
POINT (-75.6402 6.2804139)	3	0	3	0	3	0
POINT (-75.6348 6.2749556)	1	4	2	0	2	0
POINT (-75.6264 6.2638537)	2	4	2	0	3	0
POINT (-75.6264 6.2638537)	4	0	4	0	4	0
POINT (-75.6264 6.2638537)	2	1	2	1	1	0
POINT (-75.6264 6.2638537)	2	4	2	1	4	4
POINT (-75.6323 6.2771847)	1	0	2	0	3	0
POINT (-75.6579 6.3164711)	1	1	1	1	4	4
POINT ( )	2	1	2	1	3	4
POINT ( )	2	0	2	1	3	4
POINT ( )	1	0	1	0	3	0
POINT ( )	2	0	2	1	3	1
POINT (-75.6382 6.2823564)	2	0	2	0	2	0
POINT (-75.5392 6.23167)	2	4	2	4	2	1
POINT (-75.5662 6.19648)	1	0	1	0	2	0
POINT (-75.6908 6.3430389)	4	0	2	0	3	1
POINT (-75.5669 6.18358)	1	0	2	0	3	4
POINT (-75.6402 6.2804139)	2	0	1	0	2	0
POINT (-75.6495 6.2836839)	2	1	1	1	2	1
POINT (-75.6495 6.2836839)	2	0	2	0	2	0
POINT (-75.5392 6.23167)	2	0	2	0	2	0
POINT ( )	2	0	2	0	4	0
POINT ( )	1	1	3	1	3	4
POINT ( )	2	4	2	4	3	4
POINT ( )	4	0	4	0	4	0
POINT ( )	3	0	3	0	3	0
POINT ( )	2	0	2	0	3	0
POINT ( )	4	4	4	0	4	0
POINT (-75.6579 6.3164711)	1	0	2	0	3	1
POINT (-75.6381 6.2758908)	2	0	2	0	3	0
POINT (-75.5392 6.23167)	2	0	2	0	2	0
POINT (-75.5392 6.23167)	1	0	1	0	2	0
POINT ( )	2	0	2	0	2	0
POINT ( )	2	4	2	0	3	0
POINT ( )	2	0	2	0	3	4
POINT (-75.6908 6.3430389)	2	0	2	0	4	0
POINT (-75.5691 6.26447)	3	0	3	0	3	0
POINT (-75.6381 6.2758908)	2	0	2	0	2	0
POINT ( )	3	4	3	4	3	4
POINT (-75.6908 6.3430389)	2	1	2	4	3	4
POINT ( )	2	0	2	0	1	0
POINT ( )	2	0	2	0	3	0
POINT (-75.6348 6.2749556)	2	1	2	0	1	4
POINT (-75.6579 6.3164711)	1	0	2	0	3	0
POINT ( )	2	1	2	1	3	0
POINT ( )	2	0	2	0	1	0
POINT ( )	2	4	3	4	3	4
POINT ( )	1	0	2	0	3	0
POINT ( )	2	1	2	1	3	0
POINT (-75.6264 6.2638537)	2	0	2	0	2	0
POINT (-75.6495 6.2836839)	2	0	2	0	2	0
POINT (-75.6495 6.2836839)	1	1	1	1	2	0
POINT ( )	2	0	2	0	3	4
POINT ( )	1	0	1	0	3	4
POINT (-75.5662 6.19648)	2	0	2	0	2	0
POINT (-75.5662 6.19648)	2	0	2	0	2	0
POINT ( )	1	1	2	1	2	1
POINT ( )	1	1	2	1	2	1
POINT (-75.6382 6.2823564)	2	0	2	0	3	4
POINT (-75.6382 6.2823564)	2	0	4	0	3	0
POINT (-75.6323 6.2771847)	2	1	2	1	2	1
POINT ( )	1	1	1	0	3	4
POINT ( )	2	0	2	0	2	0
POINT ( )	2	0	2	0	3	4
POINT ( )	2	0	2	0	2	4
POINT ( )	1	4	2	4	3	4
POINT ( )	3	0	3	0	3	4
POINT ( )	2	1	2	1	3	4
POINT (-75.6381 6.2758908)	3	0	3	0	4	0
POINT (-75.6381 6.2758908)	2	0	2	0	3	4
POINT ( )	1	0	2	0	4	4
POINT (-75.5669 6.18358)	2	0	2	0	4	4
POINT (-75.5602 6.24482)	2	4	2	4	2	4
POINT (-75.6908 6.3430389)	2	0	2	0	3	0
POINT (-75.6908 6.3430389)	2	0	2	0	3	0
POINT (-75.6323 6.2771847)	2	0	2	0	3	0
POINT (-75.6514 6.2742574)	2	1	2	0	3	0
POINT ( )	3	0	3	0	4	0
POINT ( )	1	1	2	1	3	0
POINT ( )	2	0	2	0	2	0
POINT (-75.6920 6.3452866)	2	0	2	0	3	0
POINT ( )	2	0	2	0	3	0
POINT ( )	2	0	2	0	4	0
POINT ( )	2	0	2	0	3	0
POINT ( )	3	0	3	0	4	0
POINT ( )	4	0	3	4	4	4
POINT (-75.6920 6.3452866)	2	0	4	0	3	0
POINT ( )	2	0	2	0	2	0
POINT (-75.6920 6.3452866)	2	0	2	0	4	0
POINT (-75.5669 6.18358)	2	1	2	1	3	1
POINT ( )	2	4	3	4	4	4
POINT (-75.6382 6.2823564)	1	0	2	1	2	1
POINT (-75.5662 6.19648)	2	1	2	1	3	0
POINT (-75.5662 6.19648)	2	0	2	1	2	0
POINT (-75.6323 6.2771847)	2	0	2	0	3	0
POINT (-75.6579 6.3164711)	2	4	3	4	3	4
POINT (-75.5602 6.24482)	3	4	3	4	3	4
POINT ( )	3	4	3	4	3	4
POINT ( )	1	0	2	0	2	0
POINT (-75.6920 6.3452866)	3	4	2	4	3	4
POINT (-75.5662 6.19648)	1	1	1	1	2	0
POINT ( )	2	0	2	0	3	0
POINT (-75.6382 6.2823564)	2	0	3	0	3	0
POINT (-75.6478 6.2940361)	2	0	2	0	3	0
POINT (-75.6478 6.2940361)	2	0	2	0	3	4
POINT (-75.5602 6.24482)	2	0	2	0	3	0
POINT (-75.6323 6.2771847)	2	0	2	0	3	0
POINT ( )	3	4	4	4	4	1
POINT ( )	1	0	2	1	4	4
POINT ( )	2	1	2	0	4	4
POINT (-75.6579 6.3164711)	4	4	1	4	4	4
POINT (-75.6920 6.3452866)	2	0	3	1	2	0
POINT (-75.6920 6.3452866)	2	0	2	0	3	0
POINT ( )	1	0	2	0	3	0
POINT ( )	2	0	2	0	3	4
POINT ( )	2	1	1	1	2	1
POINT ( )	2	0	2	0	3	0
POINT ( )	1	0	1	1	1	1
POINT ( )	3	0	3	0	3	0
POINT ( )	2	0	2	1	4	4
POINT ( )	2	1	2	0	2	0
POINT (-75.6348 6.2749556)	2	0	2	0	2	0
POINT (-75.6478 6.2940361)	2	0	2	1	3	0
POINT (-75.6478 6.2940361)	2	1	2	0	2	0
POINT (-75.6478 6.2940361)	2	0	2	0	3	4
POINT (-75.5489 6.20754)	1	1	2	1	2	1
POINT ( )	2	0	3	0	3	0
POINT ( )	2	0	2	0	0	0
POINT (-75.6382 6.2823564)	2	0	2	0	3	0
POINT (-75.6514 6.2742574)	2	0	2	0	3	0
POINT (-75.6514 6.2742574)	2	0	2	0	2	0
POINT ( )	2	0	2	0	3	0
POINT (-75.6288 6.2878538)	2	1	2	0	3	4
POINT (-75.6288 6.2878538)	3	0	3	0	4	0
POINT (-75.6288 6.2878538)	2	0	2	0	3	4
POINT (-75.6288 6.2878538)	1	0	2	0	3	0
POINT (-75.6288 6.2878538)	1	0	2	0	2	0
POINT ( )	1	0	2	0	3	0
POINT ( )	2	1	2	1	4	1
POINT ( )	2	1	2	1	3	0
POINT (-75.6514 6.2742574)	2	1	2	1	2	1
POINT (-75.5679 6.24809)	2	0	2	0	2	0
POINT ( )	2	0	2	0	3	4
POINT (-75.6579 6.3164711)	2	0	2	0	3	0
POINT (-75.6579 6.3164711)	1	0	1	0	3	4
POINT (-75.6579 6.3164711)	3	4	3	4	3	4
POINT (-75.6579 6.3164711)	2	0	2	0	3	1
POINT (-75.5963 6.23997)	3	0	3	0	2	4
POINT (-75.5602 6.24482)	3	4	3	0	4	0
POINT (-75.5963 6.23997)	1	0	2	0	3	0
POINT (-75.595 6.22879)	4	1	2	0	3	0
POINT (-75.5602 6.24482)	4	0	4	0	3	0
POINT (-75.5602 6.24482)	2	0	2	0	3	1
POINT (-75.5868 6.20871)	2	0	2	0	3	0
POINT (-75.5539 6.23406)	1	0	2	0	2	4
POINT (-75.5963 6.23997)	2	0	2	0	2	0
POINT (-75.5574 6.23795)	2	1	2	1	2	0
POINT (-75.5574 6.23795)	2	0	2	0	3	0
POINT (-75.595 6.22879)	2	1	2	0	2	0
POINT (-75.5863 6.20852)	2	0	2	0	2	0
POINT (-75.5863 6.20852)	2	0	2	0	2	4
POINT (-75.5863 6.20852)	3	0	4	0	4	0
POINT (-75.5539 6.23406)	2	0	2	0	4	4
POINT (-75.5539 6.23406)	2	4	2	4	3	4
POINT (-75.6086 6.25168)	3	0	2	1	2	1
POINT (-75.6086 6.25168)	2	1	2	1	1	1
POINT (-75.5574 6.23795)	1	0	2	0	2	0
POINT (-75.595 6.22879)	2	0	2	0	2	0
POINT (-75.5566 6.2313)	2	1	1	1	2	0
POINT (-75.5566 6.2313)	2	1	1	1	2	1
POINT (-75.5566 6.2313)	3	0	3	0	3	0
POINT (-75.5736 6.21042)	2	0	2	0	2	0
POINT (-75.595 6.22879)	1	1	1	1	1	1
POINT (-75.5539 6.23406)	2	0	1	0	2	0
POINT (-75.5539 6.23406)	2	1	2	0	1	1
POINT (-75.5539 6.23406)	2	0	3	0	3	0
POINT (-75.5868 6.20871)	2	0	2	0	2	0
POINT (-75.5868 6.20871)	2	1	2	0	2	1
POINT (-75.5568 6.23128)	2	1	1	1	1	1
POINT (-75.5568 6.23128)	2	0	1	0	1	0
POINT (-75.5568 6.23128)	2	0	2	0	2	0
POINT (-75.5863 6.20852)	3	0	3	4	4	0
POINT (-75.5574 6.23795)	2	0	2	1	1	1
POINT (-75.5566 6.2313)	2	0	2	0	2	0
POINT (-75.5566 6.2313)	2	0	2	0	3	0
POINT (-75.5543 6.23048)	3	0	2	0	2	0
POINT (-75.5863 6.20852)	4	0	4	0	4	0
POINT (-75.5896 6.27626)	3	0	3	0	3	0
POINT ( )	2	0	2	4	4	0
POINT (-75.5617 6.18258)	2	4	3	4	3	0
POINT (-75.5896 6.27626)	3	0	3	0	3	0
POINT (-75.595 6.22879)	2	0	3	0	4	4
POINT (-75.7032 6.3432592)	2	4	2	0	3	0
POINT (-75.7034 6.3427499)	4	0	4	1	2	1
POINT (-75.5736 6.21042)	2	1	2	0	3	0
POINT ( )	2	4	3	4	3	4
POINT ( )	2	0	4	0	4	4
POINT ( )	2	0	2	0	2	0
POINT ( )	2	0	2	0	1	0
POINT ( )	3	0	3	4	4	0
POINT ( )	2	0	2	0	3	4
POINT (-75.5617 6.18258)	2	4	2	4	3	4
POINT (-75.6410 6.2822156)	2	0	2	0	4	0
POINT (-75.6410 6.2822156)	2	0	2	0	3	0
POINT (-75.5617 6.18258)	1	0	1	0	2	1
POINT ( )	2	0	2	0	3	0
POINT (-75.7032 6.3432592)	2	0	2	0	2	0
POINT (-75.7034 6.3427499)	2	0	2	0	2	0
POINT (-75.7032 6.3432592)	2	0	2	0	3	0
POINT ( )	2	0	2	0	3	0
POINT ( )	2	0	2	1	3	4
POINT ( )	2	0	2	1	3	0
POINT (-75.6514 6.2742574)	3	4	3	0	3	0
POINT ( )	2	0	2	0	2	1
POINT ( )	1	0	2	1	0	0
POINT ( )	2	0	2	0	2	1
POINT (-75.5773 6.19289)	2	0	2	0	3	4
POINT (-75.6086 6.25168)	2	1	2	1	2	1
POINT (-75.6086 6.25168)	1	0	1	0	2	4
POINT (-75.6086 6.25168)	1	0	2	0	3	0
POINT (-75.6514 6.2742574)	2	4	2	0	3	4
POINT (-75.6455 6.2861256)	2	0	2	0	3	0
POINT (-75.6410 6.2822156)	2	0	2	0	3	0
POINT (-75.5736 6.21042)	2	1	1	1	2	0
POINT (-75.7034 6.3427499)	2	4	3	0	3	0
POINT (-75.7034 6.3427499)	2	1	2	0	3	0
POINT ( )	2	0	2	0	3	0
POINT (-75.6348 6.2749556)	2	0	2	0	2	0
POINT (-75.6348 6.2749556)	2	0	2	0	2	0
POINT (-75.6410 6.2822156)	2	0	2	0	2	0
POINT ( )	2	1	2	0	3	0
POINT (-75.5896 6.27626)	1	0	1	0	2	0
POINT (-75.5896 6.27626)	2	0	2	0	1	0
POINT (-75.5669 6.18358)	2	0	2	0	2	0
POINT (-75.6086 6.25168)	2	0	2	0	2	0
POINT (-75.6246 6.2229468)	2	0	2	0	4	0
POINT (-75.6410 6.2822156)	1	0	1	0	3	0
POINT ( )	2	0	3	0	3	4
POINT ( )	2	0	2	0	3	0
POINT ( )	2	0	1	0	2	0
POINT (-75.5617 6.18258)	2	1	1	1	3	0
POINT (-75.5617 6.18258)	2	0	2	1	4	0
POINT (-75.6410 6.2822156)	2	0	3	4	3	4
POINT (-75.6246 6.2229468)	2	0	2	0	1	0
POINT ( )	2	0	2	0	4	0
POINT (-75.6455 6.2861256)	1	0	1	0	3	0
POINT ( )	2	0	2	0	2	0
POINT ( )	1	0	3	0	3	0
POINT (-75.6244 6.2657765)	2	0	2	0	2	1
POINT (-75.6244 6.2657765)	1	1	1	0	3	4
POINT (-75.6244 6.2657765)	2	0	2	0	3	0
POINT (-75.6244 6.2657765)	1	0	2	0	3	0
POINT ( )	2	0	2	0	3	0
POINT (-75.6455 6.2861256)	2	0	2	0	3	0
POINT (-75.6455 6.2861256)	3	4	4	4	3	0
POINT ( )	2	1	2	1	1	1
POINT ( )	2	1	2	1	2	1
POINT ( )	2	0	2	0	3	0
POINT ( )	2	1	2	1	0	0
POINT (-75.5972 6.25048)	2	0	3	0	3	0
POINT ( )	2	0	2	0	2	0
POINT ( )	2	0	2	0	3	0
POINT ( )	2	0	2	0	2	0
POINT (-75.6246 6.2229468)	2	1	2	1	1	1
POINT (-75.6246 6.2229468)	2	1	1	1	2	1
POINT (-75.5736 6.21042)	2	0	2	0	3	0
POINT ( )	1	1	1	1	1	1
POINT ( )	2	1	1	1	3	4
POINT ( )	2	1	2	1	2	0
POINT (-75.5669 6.18358)	2	4	2	4	4	4
POINT (-75.5773 6.19289)	2	0	2	0	2	0
POINT (-75.5773 6.19289)	3	4	3	4	3	4
POINT (-75.5773 6.19289)	1	1	2	1	2	0
POINT (-75.5577 6.26035)	4	0	4	0	4	0
POINT (-75.5669 6.18358)	1	0	2	0	3	0
POINT (-75.5548 6.2299)	2	0	2	0	2	0
POINT (-75.5393 6.23215)	1	1	2	1	4	0
POINT (-75.5393 6.23215)	2	0	2	0	2	0
POINT (-75.5393 6.23215)	2	1	1	0	0	1
POINT (-75.5393 6.23215)	2	0	2	1	3	0
POINT (-75.554 6.24065)	3	4	4	4	4	4
POINT (-75.5577 6.26035)	2	0	2	0	2	0
POINT (-75.5577 6.26035)	2	0	2	0	2	4
POINT (-75.5577 6.26035)	3	4	3	0	4	4
POINT (-75.5442 6.30146)	2	0	2	0	2	0
POINT (-75.5442 6.30146)	3	0	3	0	3	0
POINT (-75.5972 6.25048)	2	0	2	0	4	4
POINT (-75.5972 6.25048)	2	0	2	0	2	0
POINT (-75.5972 6.25048)	3	0	3	0	3	0
POINT (-75.5437 6.23604)	2	0	2	0	2	0
POINT (-75.5437 6.23604)	2	4	2	0	3	0
POINT ( )	3	0	3	0	3	0
POINT (-75.5409 6.27071)	2	0	1	0	1	1
POINT (-75.5409 6.27071)	2	0	2	0	3	1
POINT (-75.5409 6.27071)	4	1	2	1	3	0
POINT (-75.5553 6.28269)	3	4	3	0	3	4
POINT (-75.5553 6.28269)	2	1	2	0	3	4
POINT (-75.5553 6.28269)	0	0	0	0	0	0
POINT (-75.5899 6.29433)	2	0	2	0	2	0
POINT (-75.5899 6.29433)	2	0	2	0	3	0
POINT (-75.5899 6.29433)	2	0	2	0	1	0
POINT (-75.5773 6.19289)	2	0	2	0	2	0
POINT (-75.5773 6.19289)	2	0	2	0	2	0
POINT (-75.5617 6.18258)	1	1	2	1	2	0
POINT (-75.5588 6.28039)	2	0	3	4	3	0
POINT (-75.5974 6.24423)	3	0	3	0	4	0
POINT (-75.5548 6.2299)	1	1	2	1	1	0
POINT (-75.5409 6.27071)	4	0	3	4	3	0
POINT (-75.5409 6.27071)	3	0	4	1	4	0
POINT (-75.5941 6.24937)	2	1	2	1	2	1
POINT (-75.5548 6.2299)	2	0	2	0	3	0
POINT (-75.5896 6.27626)	2	0	2	0	1	0
POINT (-75.5656 6.24242)	3	4	3	4	3	4
POINT (-75.6057 6.25367)	2	4	4	1	2	0
POINT (-75.5555 6.25941)	3	4	4	0	2	4
POINT (-75.5893 6.25019)	2	0	2	0	2	0
POINT (-75.5679 6.23791)	2	0	3	0	4	1
POINT (-75.5972 6.25048)	2	4	2	0	4	1
POINT (-75.5592 6.24498)	1	0	2	1	2	1
POINT (-75.5592 6.24498)	2	0	2	0	3	0
POINT (-75.5736 6.21042)	2	0	2	0	2	0
POINT (-75.5896 6.27626)	2	1	2	1	2	0
POINT (-75.584 6.24674)	1	0	1	0	2	0
POINT (-75.6121 6.25126)	2	4	3	4	3	4
POINT (-75.6121 6.25126)	2	0	2	0	2	0
POINT (-75.5555 6.25941)	2	0	2	0	2	0
POINT (-75.5676 6.26046)	2	4	2	0	2	0
POINT (-75.5656 6.24242)	1	0	1	0	2	0
POINT (-75.5679 6.24809)	3	4	4	0	2	0
POINT (-75.5657 6.22797)	2	1	2	1	1	1
POINT (-75.5657 6.22797)	2	0	2	0	1	0
POINT (-75.5657 6.22797)	2	0	2	0	2	0
POINT (-75.5656 6.24242)	3	0	3	0	3	0
POINT (-75.5893 6.25019)	2	4	3	0	4	4
POINT (-75.603 6.2492)	2	0	2	0	3	0
POINT (-75.603 6.2492)	2	0	2	0	2	0
POINT (-75.5943 6.24731)	4	1	1	1	1	1
POINT (-75.5943 6.24731)	3	0	3	0	2	4
POINT (-75.5943 6.24731)	1	4	2	0	4	0
POINT (-75.5943 6.24731)	2	1	2	1	3	0
POINT (-75.5943 6.24731)	2	4	2	0	2	0
POINT (-75.6022 6.23733)	3	4	4	4	4	4
POINT (-75.582 6.24943)	2	4	2	4	2	0
POINT (-75.5943 6.24731)	3	0	2	0	3	1
POINT (-75.5996 6.23972)	2	1	2	1	2	0
POINT (-75.5996 6.23972)	2	0	2	0	2	0
POINT (-75.5731 6.20871)	1	1	1	1	2	0
POINT (-75.579 6.25784)	3	4	2	4	2	4
POINT (-75.5555 6.25941)	2	4	3	4	3	4
POINT (-75.5458 6.21167)	1	0	2	4	4	4
POINT (-75.5679 6.23791)	2	0	2	0	2	0
POINT (-75.5977 6.25664)	2	0	2	0	2	0
POINT (-75.5656 6.24242)	2	4	2	4	3	4
POINT (-75.5844 6.25502)	2	1	2	1	2	1
POINT (-75.5679 6.24809)	3	1	3	0	3	4
POINT (-75.5843 6.20406)	1	1	1	0	2	0
POINT (-75.5886 6.248)	2	0	2	0	3	0
POINT (-75.5886 6.248)	2	0	2	4	3	4
POINT (-75.5996 6.23972)	3	0	2	0	3	0
POINT (-75.5731 6.20871)	2	0	1	0	1	0
POINT (-75.5974 6.24423)	2	0	2	0	3	0
POINT (-75.5854 6.25855)	2	0	2	4	3	4
POINT (-75.5984 6.25792)	2	1	1	1	3	0
POINT (-75.5681 6.24202)	1	1	1	1	1	1
POINT (-75.6057 6.25367)	1	0	3	0	3	0
POINT (-75.5996 6.23972)	2	0	2	0	3	1
POINT (-75.5555 6.25941)	2	0	2	0	3	0
POINT (-75.6057 6.25367)	2	0	2	0	2	0
POINT (-75.579 6.25784)	2	0	2	0	3	0
POINT (-75.5679 6.23791)	2	0	2	0	2	0
POINT (-75.5843 6.20406)	1	1	1	1	1	0
POINT (-75.5731 6.20871)	2	0	2	0	3	0
POINT (-75.5681 6.24202)	1	0	1	0	3	4
POINT (-75.5681 6.24202)	3	0	3	0	3	0
POINT (-75.5681 6.24202)	2	0	2	0	2	0
POINT (-75.5681 6.24202)	2	4	2	4	2	0
POINT (-75.584 6.24674)	2	0	2	0	3	0
POINT (-75.566 6.19713)	1	1	2	1	2	0
POINT (-75.5555 6.25941)	2	0	2	0	2	0
POINT (-75.5543 6.23048)	1	0	2	0	2	0
POINT (-75.5645 6.17657)	1	0	1	0	2	0
POINT (-75.5645 6.17657)	2	0	3	0	3	0
POINT (-75.5645 6.17657)	1	1	2	0	3	0
POINT (-75.5645 6.17657)	2	1	1	1	1	1
POINT (-75.5657 6.22797)	2	0	2	0	2	0
POINT (-75.5657 6.22797)	2	0	2	0	2	0
POINT (-75.5657 6.22797)	2	0	2	0	2	0
POINT (-75.5608 6.20055)	2	1	1	1	2	0
POINT (-75.5608 6.20055)	2	1	2	0	3	0
POINT (-75.5608 6.20055)	2	0	2	0	3	0
POINT (-75.5608 6.20055)	3	0	3	0	1	0
POINT (-75.5676 6.26046)	0	0	2	0	3	0
POINT (-75.5676 6.26046)	1	0	1	0	1	0
POINT (-75.5645 6.25971)	3	4	3	4	3	4
POINT (-75.5645 6.25971)	3	0	3	0	3	0
POINT (-75.5984 6.25792)	2	1	2	0	3	0
POINT (-75.5553 6.2141)	1	1	2	1	2	0
POINT (-75.5592 6.24498)	2	0	2	0	3	4
POINT (-75.5592 6.24498)	1	1	1	1	1	0
POINT (-75.5592 6.24498)	2	0	2	4	4	4
POINT (-75.5661 6.25829)	2	0	3	0	3	0
POINT (-75.5681 6.24202)	2	1	2	1	2	1
POINT (-75.579 6.25784)	1	1	2	1	2	1
POINT (-75.5996 6.23972)	2	0	2	0	2	0
POINT (-75.5971 6.21302)	3	4	4	4	4	4
POINT (-75.5661 6.25829)	2	4	2	4	2	4
POINT (-75.603 6.2492)	2	0	2	0	4	0
POINT (-75.603 6.2492)	4	4	2	4	4	4
POINT (-75.603 6.2492)	2	0	2	4	2	4
POINT (-75.5604 6.20505)	3	4	3	4	2	0
POINT (-75.5604 6.20505)	2	0	2	0	2	0
POINT (-75.5604 6.20505)	2	0	2	0	3	0
POINT (-75.6057 6.25367)	3	4	3	4	4	4
POINT (-75.5731 6.20871)	2	0	2	0	2	0
POINT (-75.5731 6.20871)	1	0	2	0	2	0
POINT (-75.5679 6.24809)	2	0	1	1	2	0
POINT (-75.5679 6.24809)	2	0	2	0	2	0
POINT (-75.5608 6.20055)	1	1	1	1	1	1
POINT (-75.5608 6.20055)	3	0	1	0	3	0
POINT (-75.5543 6.23048)	2	0	2	0	3	4
POINT (-75.5543 6.23048)	2	0	2	0	2	0
POINT (-75.5553 6.2141)	2	0	2	0	3	0
POINT (-75.5604 6.20505)	2	0	2	0	3	4
POINT (-75.584 6.24674)	1	1	2	0	2	0
POINT (-75.5405 6.24284)	2	0	2	0	2	0
POINT (-75.5405 6.24284)	3	0	2	0	2	0
POINT (-75.566 6.19713)	2	0	2	0	2	0
POINT (-75.566 6.19713)	2	0	2	0	3	0
POINT (-75.5667 6.22664)	2	0	2	1	3	0
POINT (-75.5405 6.24284)	2	0	2	0	2	0
POINT (-75.5553 6.2141)	2	0	2	0	2	4
POINT (-75.566 6.19713)	2	0	2	0	3	0
POINT (-75.566 6.19713)	2	0	2	0	3	4
POINT (-75.5569 6.24646)	1	1	1	1	3	0
POINT (-75.5676 6.26046)	2	4	2	4	3	4
POINT (-75.5908 6.26032)	1	0	1	0	2	0
POINT (-75.5736 6.21042)	1	1	1	0	1	0
POINT (-75.6121 6.25126)	3	0	3	0	3	0
POINT (-75.6121 6.25126)	3	0	3	0	3	0
POINT (-75.6121 6.25126)	2	0	2	0	2	0
POINT (-75.6121 6.25126)	2	0	2	0	2	0
POINT (-75.5477 6.24474)	2	0	2	0	3	0
POINT (-75.6022 6.23733)	4	4	4	4	1	4
